Date,order id,Product ,Qty,Unit Price (NGN),Total,Vendor,channel,Payment Method,Delivery Fee
2026-07-29,BD39052,White Rice & Stew,4,1500,6000,Alaga Spot,walkin,card,500
02/06/2026,BD18782,Chicken (piece),1,1500,1500,Alaga Spot,APP,cash,0
25/06/2026,BD69910,Puff Puff (6pcs),1,500,500,Amala Pavilion,app,card,200
27/07/2026,BD41191,White Rice & Stew,1,1500,1500,Jummie Kitchen,APP,Cash,300
16/07/2026,BD69083,Zobo,1,500,500,Alaga Spot,app,cash,500
10/05/2026,BD38721,Beef (piece),3,800,2400,Amala Pavilion,APP,Cash,500
15/06/2026,BD90293,Beef (piece),1,800,800,Jummie Kitchen,phone,Cash,0
26/07/2026,BD66904,Moi Moi,1,700,700,Munchies,phone,card,300
16/06/2026,BD26346,Fried Rice,1,1800,1800,Jummie Kitchen,APP,Cash,0
04/05/2026,BD95394,Chicken (piece),1,1500,1500,Jummie Kitchen,APP,card,300
28-May-2026,BD14660,Soft Drink,1,400,400,Amala Pavilion,APP,POS,300
03/07/2026,BD51358,Moi Moi,2,700,1400,Alaga Spot,Walk In,Transfer,0
2026-06-21,BD54017,Eba & Okra,2,"NGN1,500",3000,Alaga Spot,Phone,Cash,200
24/06/2026,BD20579,White Rice & Stew,4,1500,6000,Munchies,Phone,cash,0
20/07/2026,BD76188,Amala & Ewedu,1,2000,2000,Amala Pavilion,walk-in,Cash,0
13/05/2026,BD31542,Jollof Rice,2,1800,3600,Alaga Spot,APP,card,0
04/07/2026,BD40710,Chicken (piece),1,1500,1500,Butter N Crumbs,App,Cash,300
10-May-2026,BD27431,Moi Moi,1,700,700,Jummie Kitchen,App,Transfer,500
21/07/2026,BD26003,Meat Pie,2,800,1600,Butter N Crumbs,Walk In,pos,0
19/06/2026,BD51853,Eba & Okra,4,1500,6000,Amala Pavilion,phone,card,200
18/06/2026,BD49515,Zobo,1,500,500,Alaga Spot,APP,transfer,0
20/05/2026,BD84356,Chicken (piece),2,1500,3000,Butter N Crumbs,Phone,POS,500
03/05/2026,BD63545,White Rice & Stew,1,1500,1500,Butter N Crumbs,Phone,cash,0
21/06/2026,BD67250,Moi Moi,1,700,700,Butter N Crumbs,phone,pos,0
03/05/2026,BD11658,Moi Moi,2,700,1400,Amala Pavilion,App,Cash,200
05/07/2026,BD88544,Meat Pie,1,800,800,Jummie Kitchen,App,POS,200
19/06/2026,BD24733,Beef (piece),1,800,800,Munchies,walk-in,transfer,200
14/05/2026,BD27451,Fried Rice,1,1800,3600,Alaga Spot,App,card,500
18/06/2026,BD25775,  FRIED RICE  ,3,1800,5400,Alaga Spot,walk-in,POS,300
29/06/2026,BD39312,Pounded Yam & Egusi,1,2500,2500,Jummie Kitchen,Walk In,card,0
22/07/2026,BD97275,Soft Drink,2,400,800,Alaga Spot,Phone,Cash,200
26/05/2026,BD89377,Fried Rice,1,2063,2063,Alaga Spot,walk-in,Transfer,0
18/06/2026,BD46773,Moi Moi,2,700,1400,Amala Pavilion,walk-in,cash,0
01/05/2026,BD13478,Jollof Rice,1,1800,1800,Butter N Crumbs,phone,Transfer,300
04-Jun-2026,BD71936,White Rice & Stew,1,1500,1500,Jummie Kitchen,phone,Transfer,300
31/05/2026,BD34217,White Rice & Stew,1,1500,1500,Alaga Spot,Walk In,cash,300
03/05/2026,BD59692,Pounded Yam & Egusi,1,2500,2500,Amala Pavilion,Walk In,pos,0
05/06/2026,BD19123,Meat Pie,1,800,800,Amala Pavilion,walkin,Transfer,0
11/05/2026,BD33496,Jollof Rice,1,1800,1800,Munchies,APP,Transfer,0
18/07/2026,BD77786,Puff Puff (6pcs),1,500,500,Alaga Spot,app,Cash,200
06/05/2026,BD57453,Meat Pie,1,800,800,Munchies,Phone,card,0
08/07/2026,BD14485,Eba & Okra,1,1500,1500,Amala Pavilion,app,pos,0
10/05/2026,BD74930,Zobo,3,500,1500,Jummie Kitchen,app,transfer,200
15-Jul-2026,BD43073,Jollof Rice,2,1800,3600,Munchies,Walk In,transfer,0
02/05/2026,BD84085,Amala & Ewedu,1,1840,1840,Jummie Kitchen,walk-in,POS,200
25-May-2026,BD47707,  AMALA & EWEDU  ,3,2000,6000,Munchies,Walk In,Cash,300
20/07/2026,BD74927,White Rice & Stew,1,1500,1500,Alaga Spot,APP,Cash,0
10-Jul-2026,BD21648,Bottled Water,1,200,200,Butter N Crumbs,walk-in,cash,200
04/07/2026,BD80126,Meat Pie,1,800,800,Munchies,APP,Cash,500
08/06/2026,BD98487,Soft Drink,4,400,1600,Jummie Kitchen,App,Transfer,0
2026-06-06,BD71746,Pounded Yam & Egusi,3,2500,7500,Jummie Kitchen,phone,pos,0
20/06/2026,BD58690,Beef (piece),2,800,1600,Alaga Spot,Walk In,transfer,0
18-May-2026,BD22183,Zobo,1,500,500,Jummie Kitchen,APP,transfer,300
15/07/2026,BD36816,Chicken (piece),4,1500,6000,Munchies,phone,pos,0
2026-05-31,BD79798,Moi Moi,1,700,700,Amala Pavilion,Phone,cash,0
07/07/2026,BD48196,Meat Pie,2,800,1600,Alaga Spot,App,pos,200
02/07/2026,BD65584,Soft Drink,1,400,400,Butter N Crumbs,walk-in,Cash,200
14/07/2026,BD73771,Soft Drink,4,400,1600,Amala Pavilion,,,0
22/06/2026,BD45076,Jollof Rice,3,1800,5400,Jummie Kitchen,Walk In,pos,300
05-Jul-2026,BD74858,Meat Pie,1,800,800,Jummie Kitchen,Phone,Transfer,0
07/05/2026,BD38074,Meat Pie,1,800,800,Amala Pavilion,walk-in,Transfer,0
22/07/2026,BD46125,Eba & Okra,1,"NGN1,500",1500,Amala Pavilion,Walk In,Transfer,300
07/07/2026,BD79258,  MOI MOI  ,1,700,700,Butter N Crumbs,walkin,transfer,500
15/05/2026,BD36143,Puff Puff (6pcs),1,500,500,Butter N Crumbs,walk-in,POS,500
19/05/2026,BD77147,Pounded Yam & Egusi,1,2500,2500,Butter N Crumbs,walkin,POS,500
12/07/2026,BD80975,Moi Moi,2,700,1400,Amala Pavilion,APP,pos,200
2026-07-27,BD40999,Soft Drink,1,400,400,Jummie Kitchen,App,Cash,300
03-Jul-2026,BD15006,Fish (piece),3,1200,3600,Butter N Crumbs,APP,POS,0
2026-06-22,BD45073,White Rice & Stew,1,1500,1500,Alaga Spot,App,cash,500
20/06/2026,BD13453,Fried Rice,4,1800,7200,Amala Pavilion,walkin,transfer,0
21-May-2026,BD99701,Fried Rice,1,1800,1800,Alaga Spot,App,Transfer,300
03-Jul-2026,BD71709,Pounded Yam & Egusi,2,2500,5000,Amala Pavilion,Phone,Transfer,300
23/07/2026,BD58056,Amala & Ewedu,2,2162,4324,Jummie Kitchen,phone,Transfer,0
10/07/2026,BD89513,Fried Rice,4,1800,7200,Amala Pavilion,phone,transfer,500
09/07/2026,BD20874,White Rice & Stew,3,1500,4500,Butter N Crumbs,APP,Cash,500
04/05/2026,BD19150,Zobo,1,500,500,Amala Pavilion,walkin,pos,500
07/07/2026,BD39214,Jollof Rice,1,1800,1800,Jummie Kitchen,Phone,POS,0
22/05/2026,BD25776,Moi Moi,3,700,2100,Amala Pavilion,walkin,POS,0
28/07/2026,BD89918,Beef (piece),1,NGN800,800,Munchies,App,cash,200
27/06/2026,BD44478,Jollof Rice,1,1800,1800,Munchies,walkin,Cash,200
07/06/2026,BD31624,Soft Drink,2,400,800,Amala Pavilion,APP,card,300
2026-06-03,BD53421,White Rice & Stew,1,1500,1500,Jummie Kitchen,Phone,cash,500
24/07/2026,BD26223,Fried Rice,1,1800,1800,Butter N Crumbs,,,500
18/07/2026,BD90788,Fried Rice,2,1800,3600,Jummie Kitchen,Walk In,cash,200
02/05/2026,BD64377,Amala & Ewedu,1,2000,2000,Butter N Crumbs,Phone,Cash,0
10/06/2026,BD13788,Jollof Rice,1,1800,1800,Alaga Spot,app,cash,500
21/06/2026,BD91871,Zobo,2,500,1000,Jummie Kitchen,App,POS,300
2026-06-08,BD99694,Zobo,2,500,1000,Alaga Spot,phone,cash,500
26/05/2026,BD89260,Eba & Okra,1,1500,1500,Jummie Kitchen,APP,pos,300
15/05/2026,BD72873,Bottled Water,1,200,200,Amala Pavilion,walkin,card,500
14/07/2026,BD90357,Beef (piece),1,800,800,Munchies,Walk In,cash,500
11-May-2026,BD75444,Amala & Ewedu,1,2000,2000,Jummie Kitchen,Walk In,pos,300
29/06/2026,BD63592,Fried Rice,2,1800,3600,Amala Pavilion,Walk In,pos,300
27/05/2026,BD10753,Chicken (piece),2,1536,3072,Amala Pavilion,walk-in,Transfer,500
11/06/2026,BD26809,Beef (piece),2,800,1600,Alaga Spot,Walk In,card,0
16/05/2026,BD23726,  FRIED RICE  ,2,1629,3258,Alaga Spot,phone,Transfer,0
17/06/2026,BD63145,  BEEF (PIECE)  ,4,800,3200,Alaga Spot,app,POS,300
11/06/2026,BD95200,  ZOBO  ,1,500,500,Jummie Kitchen,phone,pos,300
13-May-2026,BD11256,Eba & Okra,2,1500,3000,Alaga Spot,phone,card,500
11-Jun-2026,BD62649,  BEEF (PIECE)  ,1,800,800,Amala Pavilion,walk-in,pos,500
13/06/2026,BD69105,Bottled Water,1,200,200,Alaga Spot,app,Cash,0
08/07/2026,BD20772,Meat Pie,1,800,800,Amala Pavilion,Walk In,card,0
2026-05-14,BD30365,Pounded Yam & Egusi,1,2500,2500,Amala Pavilion,App,cash,300
2026-05-14,BD52898,Fish (piece),3,"NGN1,200",3600,Munchies,Phone,POS,200
19/07/2026,BD77763,Puff Puff (6pcs),1,500,500,Amala Pavilion,Phone,Cash,500
22/07/2026,BD11803,Fried Rice,1,1800,1800,Jummie Kitchen,walk-in,Cash,0
18-Jul-2026,BD49779,Pounded Yam & Egusi,1,2500,2500,Butter N Crumbs,walkin,cash,300
04/07/2026,BD21848,White Rice & Stew,2,1500,3000,Alaga Spot,walkin,Cash,300
18/06/2026,BD76043,Zobo,1,500,500,Alaga Spot,Walk In,POS,0
07/07/2026,BD44452,Chicken (piece),2,1500,3000,Jummie Kitchen,walkin,Transfer,200
2026-06-02,BD76524,Fried Rice,2,1800,3600,Alaga Spot,Walk In,transfer,0
10/06/2026,BD74615,Jollof Rice,1,"NGN1,800",1800,Butter N Crumbs,phone,transfer,200
28/05/2026,BD46913,Meat Pie,2,800,1600,Munchies,Walk In,cash,500
02/06/2026,BD66113,Chicken (piece),1,"NGN1,500",1500,Alaga Spot,walk-in,cash,300
20/05/2026,BD86099,Fried Rice,1,1800,1800,Jummie Kitchen,walkin,Transfer,0
06/05/2026,BD98470,Soft Drink,1,400,400,Munchies,Walk In,transfer,0
25/06/2026,BD41546,Beef (piece),1,800,800,Butter N Crumbs,walk-in,Cash,300
03/06/2026,BD50172,Soft Drink,1,400,400,Jummie Kitchen,walk-in,Cash,200
30/05/2026,BD20254,Soft Drink,4,400,1600,Butter N Crumbs,App,Transfer,300
06/07/2026,BD33944,Puff Puff (6pcs),1,500,500,Alaga Spot,walk-in,POS,300
27/06/2026,BD80047,Fried Rice,3,1800,5400,Butter N Crumbs,Walk In,Cash,500
31/05/2026,BD94604,Puff Puff (6pcs),4,500,2000,Alaga Spot,phone,Transfer,500
24/05/2026,BD51515,Fish (piece),1,1200,1200,Jummie Kitchen,Phone,POS,0
22/05/2026,BD29116,Bottled Water,1,200,200,Alaga Spot,Phone,pos,0
27-Jul-2026,BD52339,  CHICKEN (PIECE)  ,1,1500,1500,Amala Pavilion,Walk In,card,0
2026-07-17,BD89325,Fried Rice,1,1800,1800,Amala Pavilion,Phone,cash,300
06/05/2026,BD21957,Eba & Okra,4,1500,6000,Munchies,phone,transfer,200
05/07/2026,BD96142,Pounded Yam & Egusi,1,2500,2500,Jummie Kitchen,Phone,card,200
11/05/2026,BD62022,  CHICKEN (PIECE)  ,1,1500,1500,Amala Pavilion,Phone,card,0
28-May-2026,BD84839,Eba & Okra,4,1500,6000,Alaga Spot,App,pos,200
14/06/2026,BD11965,Fried Rice,1,1800,1800,Jummie Kitchen,app,Cash,0
08/05/2026,BD28191,White Rice & Stew,1,1500,1500,Amala Pavilion,Phone,card,0
08/06/2026,BD34259,  EBA & OKRA  ,4,1500,6000,Butter N Crumbs,Walk In,pos,0
11/07/2026,BD22564,Moi Moi,2,700,1400,Alaga Spot,phone,cash,300
19/05/2026,BD15965,Beef (piece),2,800,1600,Munchies,walkin,card,0
05/05/2026,BD23154,Jollof Rice,1,1800,1800,Amala Pavilion,App,card,300
16/05/2026,BD24160,Amala & Ewedu,1,2000,2000,Munchies,phone,Cash,300
19/05/2026,BD98542,Jollof Rice,1,1800,1800,Alaga Spot,phone,Transfer,500
14/07/2026,BD27284,Bottled Water,1,200,200,Munchies,APP,Transfer,0
08/06/2026,BD82653,Moi Moi,2,700,1400,Munchies,Phone,Cash,300
2026-06-02,BD85196,Chicken (piece),1,1500,1500,Amala Pavilion,app,transfer,300
23/05/2026,BD42983,White Rice & Stew,3,1500,4500,Munchies,walk-in,Transfer,300
01/06/2026,BD32372,Zobo,1,500,500,Munchies,App,transfer,300
29-May-2026,BD52058,Jollof Rice,1,1800,1800,Jummie Kitchen,Walk In,card,200
16-Jun-2026,BD49855,Eba & Okra,2,1500,3000,Alaga Spot,APP,Cash,300
15-May-2026,BD89076,  FRIED RICE  ,1,1800,1800,Jummie Kitchen,APP,transfer,0
24/06/2026,BD11777,Meat Pie,1,NGN800,800,Jummie Kitchen,walkin,card,500
15/05/2026,BD90868,Pounded Yam & Egusi,1,2500,2500,Jummie Kitchen,,,500
03/06/2026,BD65552,Fish (piece),4,1200,4800,Amala Pavilion,APP,pos,500
10/06/2026,BD28156,Puff Puff (6pcs),2,NGN500,1000,Amala Pavilion,Phone,POS,300
15-May-2026,BD19808,Chicken (piece),1,1500,1500,Munchies,phone,POS,0
04/07/2026,BD67012,Puff Puff (6pcs),2,500,1000,Amala Pavilion,walk-in,cash,200
04/05/2026,BD10150,Fried Rice,4,1800,7200,Butter N Crumbs,Phone,Cash,0
20/07/2026,BD90593,Bottled Water,1,200,200,Munchies,App,Cash,500
05/05/2026,BD11824,Soft Drink,2,400,800,Munchies,Phone,cash,200
30/05/2026,BD67243,Beef (piece),1,800,800,Alaga Spot,App,Transfer,300
16/05/2026,BD84381,  WHITE RICE & STEW  ,1,1613,1613,Butter N Crumbs,walkin,pos,500
09/07/2026,BD79582,Meat Pie,1,800,800,Alaga Spot,App,POS,0
20/05/2026,BD12441,Pounded Yam & Egusi,2,2500,5000,Munchies,phone,pos,500
08/07/2026,BD65052,Meat Pie,1,800,800,Munchies,walkin,cash,200
14/05/2026,BD26142,Soft Drink,1,400,400,Amala Pavilion,,,200
29/06/2026,BD46608,Moi Moi,1,700,700,Munchies,walk-in,cash,300
18/05/2026,BD72684,Moi Moi,4,700,2800,Alaga Spot,App,Transfer,0
19/07/2026,BD93889,Moi Moi,4,700,2800,Jummie Kitchen,walkin,transfer,200
03-May-2026,BD82848,  EBA & OKRA  ,1,1500,1500,Alaga Spot,App,Transfer,300
24/05/2026,BD69517,  WHITE RICE & STEW  ,1,1500,1500,Butter N Crumbs,phone,POS,0
09/05/2026,BD64596,Pounded Yam & Egusi,1,2457,2457,Munchies,Phone,cash,500
25/07/2026,BD54634,Fried Rice,4,1800,7200,Amala Pavilion,APP,Cash,500
08/05/2026,BD39430,  MEAT PIE  ,1,800,800,Munchies,walkin,pos,0
18/07/2026,BD46329,Jollof Rice,1,1800,1800,Alaga Spot,walk-in,Transfer,500
11/07/2026,BD84861,Fish (piece),1,1200,1200,Munchies,app,Cash,0
15-May-2026,BD32789,  EBA & OKRA  ,1,1462,1462,Amala Pavilion,,,500
06/07/2026,BD68017,Jollof Rice,1,1800,1800,Alaga Spot,Phone,transfer,200
2026-05-03,BD55870,Puff Puff (6pcs),1,500,500,Munchies,app,pos,0
18/07/2026,BD90779,  WHITE RICE & STEW  ,2,1500,3000,Alaga Spot,App,card,500
23/05/2026,BD11170,Bottled Water,1,200,200,Butter N Crumbs,Phone,POS,500
2026-06-27,BD45456,Zobo,1,500,500,Munchies,app,Cash,500
22/05/2026,BD22190,Meat Pie,1,800,800,Jummie Kitchen,App,card,0
12/06/2026,BD13934,Soft Drink,4,400,1600,Alaga Spot,Walk In,Cash,0
21/06/2026,BD97551,Meat Pie,2,800,1600,Alaga Spot,walkin,POS,200
30-Jun-2026,BD45168,Bottled Water,1,200,200,Alaga Spot,walkin,POS,0
11/05/2026,BD82970,Beef (piece),1,800,800,Alaga Spot,phone,card,300
21/05/2026,BD66224,Meat Pie,1,800,800,Amala Pavilion,phone,cash,500
14/05/2026,BD66948,Fish (piece),4,1200,4800,Butter N Crumbs,app,cash,0
05/07/2026,BD91984,Fish (piece),1,1262,1262,Munchies,walkin,transfer,500
2026-05-24,BD30278,  ZOBO  ,1,500,500,Amala Pavilion,walkin,Transfer,0
24/07/2026,BD48191,Beef (piece),2,857,1714,Alaga Spot,walk-in,pos,200
2026-05-15,BD61505,Amala & Ewedu,1,2000,2000,Jummie Kitchen,walkin,Cash,200
26-May-2026,BD50501,Chicken (piece),1,1500,1500,Butter N Crumbs,APP,Cash,0
11/07/2026,BD88479,Eba & Okra,3,1500,4500,Jummie Kitchen,phone,POS,500
05/06/2026,BD52260,Fish (piece),1,1174,1174,Amala Pavilion,App,POS,0
2026-05-21,BD67065,  BOTTLED WATER  ,1,200,200,Jummie Kitchen,walk-in,cash,0
15/07/2026,BD97428,Zobo,1,500,500,Alaga Spot,App,card,0
05/06/2026,BD91522,White Rice & Stew,1,1500,1500,Munchies,Phone,pos,300
28/07/2026,BD92289,Pounded Yam & Egusi,1,2500,5000,Amala Pavilion,Phone,card,500
06/05/2026,BD10800,Pounded Yam & Egusi,2,2500,5000,Alaga Spot,phone,transfer,0
25/05/2026,BD90739,Amala & Ewedu,1,2000,2000,Butter N Crumbs,walk-in,Transfer,0
10/06/2026,BD91094,Meat Pie,2,800,1600,Munchies,walk-in,pos,300
19-Jul-2026,BD63110,Eba & Okra,2,1500,3000,Butter N Crumbs,phone,Transfer,500
08/06/2026,BD54606,Chicken (piece),1,1500,1500,Munchies,Walk In,Transfer,500
14/05/2026,BD10088,Jollof Rice,1,1800,1800,Amala Pavilion,walk-in,POS,0
06/07/2026,BD44078,Puff Puff (6pcs),3,500,1500,Amala Pavilion,walkin,pos,300
24/05/2026,BD55603,Moi Moi,1,700,700,Amala Pavilion,phone,pos,0
16-Jun-2026,BD35644,Pounded Yam & Egusi,3,2500,7500,Munchies,walkin,POS,500
18-Jun-2026,BD27428,Pounded Yam & Egusi,1,2500,2500,Munchies,walk-in,pos,0
03/06/2026,BD46428,Beef (piece),1,800,800,Munchies,Phone,POS,0
17/07/2026,BD31331,  FISH (PIECE)  ,1,1200,1200,Butter N Crumbs,walkin,Cash,0
16/05/2026,BD93789,White Rice & Stew,4,1500,6000,Jummie Kitchen,APP,POS,500
22-Jun-2026,BD96463,Bottled Water,1,200,200,Butter N Crumbs,app,transfer,200
06/07/2026,BD23090,Amala & Ewedu,1,2000,2000,Alaga Spot,Phone,cash,500
23/07/2026,BD59091,  SOFT DRINK  ,3,400,1200,Alaga Spot,phone,transfer,0
15-Jul-2026,BD49590,Beef (piece),1,800,800,Amala Pavilion,walk-in,transfer,0
01/07/2026,BD47105,Fried Rice,1,1800,1800,Alaga Spot,walk-in,transfer,200
23/06/2026,BD35837,  BEEF (PIECE)  ,2,800,1600,Amala Pavilion,Phone,transfer,200
10/05/2026,BD17292,Fish (piece),1,1200,1200,Butter N Crumbs,phone,Cash,500
31/05/2026,BD17872,Pounded Yam & Egusi,2,2500,5000,Jummie Kitchen,APP,Cash,0
04/06/2026,BD27950,Fried Rice,1,1800,1800,Jummie Kitchen,Phone,Cash,200
02/06/2026,BD69394,  POUNDED YAM & EGUSI  ,1,2500,2500,Munchies,APP,Transfer,0
20/07/2026,BD18658,  ZOBO  ,1,469,469,Jummie Kitchen,phone,Transfer,300
16/07/2026,BD22065,  PUFF PUFF (6PCS)  ,2,500,1000,Munchies,Phone,Cash,200
19/07/2026,BD36044,Moi Moi,1,700,700,Alaga Spot,phone,pos,0
04/06/2026,BD51446,Bottled Water,1,200,200,Jummie Kitchen,Walk In,POS,200
19/06/2026,BD79067,Soft Drink,1,NGN400,400,Alaga Spot,,,200
11/07/2026,BD95634,Fish (piece),3,1200,3600,Jummie Kitchen,phone,POS,0
24/06/2026,BD24337,  PUFF PUFF (6PCS)  ,1,500,500,Munchies,Walk In,pos,0
10/07/2026,BD41939,Puff Puff (6pcs),2,500,1000,Butter N Crumbs,Phone,pos,300
13-Jul-2026,BD21453,White Rice & Stew,1,1500,1500,Munchies,app,POS,200
27/06/2026,BD39852,  AMALA & EWEDU  ,2,2000,4000,Munchies,app,pos,0
05/07/2026,BD95576,Moi Moi,1,700,700,Munchies,phone,transfer,0
16/07/2026,BD31587,Chicken (piece),1,1500,1500,Jummie Kitchen,Phone,transfer,200
13/06/2026,BD70849,Pounded Yam & Egusi,1,2500,2500,Munchies,App,card,0
11/05/2026,BD38477,Amala & Ewedu,2,2000,4000,Munchies,APP,card,200
22-Jul-2026,BD52613,White Rice & Stew,2,1500,3000,Amala Pavilion,Walk In,Cash,0
07/06/2026,BD76681,Amala & Ewedu,3,2000,6000,Butter N Crumbs,walk-in,card,0
22/05/2026,BD38241,Meat Pie,3,739,2217,Amala Pavilion,App,Cash,200
13/06/2026,BD42728,Puff Puff (6pcs),1,546,546,Alaga Spot,walk-in,transfer,0
16/06/2026,BD86919,Puff Puff (6pcs),2,500,1000,Butter N Crumbs,Phone,cash,0
16/06/2026,BD26555,Moi Moi,1,700,700,Butter N Crumbs,walk-in,transfer,300
15/07/2026,BD45646,Fish (piece),1,1200,1200,Alaga Spot,walk-in,POS,300
18/07/2026,BD97776,Meat Pie,2,800,1600,Butter N Crumbs,APP,pos,200
06/06/2026,BD81770,Moi Moi,1,700,700,Munchies,APP,card,300
11/07/2026,BD73452,Fried Rice,1,1800,1800,Jummie Kitchen,Phone,pos,200
16/05/2026,BD55061,White Rice & Stew,2,1500,3000,Amala Pavilion,walk-in,card,0
05/07/2026,BD27386,White Rice & Stew,1,1500,1500,Munchies,walk-in,card,300
09/07/2026,BD41780,White Rice & Stew,1,1500,1500,Alaga Spot,phone,Cash,500
16/05/2026,BD93768,Beef (piece),3,800,2400,Jummie Kitchen,Phone,transfer,200
05/07/2026,BD32283,White Rice & Stew,1,1500,1500,Jummie Kitchen,phone,transfer,500
09/06/2026,BD64493,Eba & Okra,2,1500,3000,Munchies,walk-in,pos,300
13/07/2026,BD24879,  BOTTLED WATER  ,2,200,400,Alaga Spot,App,Transfer,0
2026-05-15,BD13133,Bottled Water,2,200,400,Jummie Kitchen,app,cash,0
22-Jul-2026,BD42450,  POUNDED YAM & EGUSI  ,1,2500,2500,Alaga Spot,APP,POS,500
05/06/2026,BD59327,Moi Moi,3,700,2100,Munchies,app,Transfer,500
16/07/2026,BD80806,Zobo,3,500,1500,Alaga Spot,APP,pos,0
09/06/2026,BD16256,Soft Drink,1,400,400,Munchies,Phone,cash,500
27/07/2026,BD86344,Moi Moi,2,700,1400,Amala Pavilion,APP,transfer,200
2026-05-24,BD30278,  ZOBO  ,1,500,500,Amala Pavilion,walkin,Transfer,0
20/06/2026,BD47587,Fish (piece),1,1200,1200,Munchies,app,card,0
24/05/2026,BD99908,Eba & Okra,2,1500,3000,Munchies,app,cash,0
21/06/2026,BD84728,Jollof Rice,1,1800,1800,Munchies,walk-in,Cash,300
23/06/2026,BD44567,Pounded Yam & Egusi,3,2280,6840,Butter N Crumbs,phone,cash,0
20-May-2026,BD29162,White Rice & Stew,1,1500,1500,Amala Pavilion,walkin,transfer,0
21/05/2026,BD40116,Fish (piece),1,1200,1200,Alaga Spot,App,Transfer,500
01/06/2026,BD23994,Moi Moi,2,700,1400,Jummie Kitchen,Phone,transfer,300
10/07/2026,BD92643,Beef (piece),3,800,2400,Munchies,Walk In,Cash,0
22/06/2026,BD92772,Jollof Rice,2,"NGN1,800",3600,Alaga Spot,walk-in,POS,0
01-May-2026,BD44522,White Rice & Stew,1,1500,1500,Alaga Spot,App,pos,200
14/07/2026,BD35477,Bottled Water,1,200,200,Jummie Kitchen,walk-in,POS,500
14/06/2026,BD42429,Pounded Yam & Egusi,2,2500,5000,Alaga Spot,app,transfer,0
02/07/2026,BD31750,Meat Pie,1,800,800,Butter N Crumbs,walk-in,pos,500
17/05/2026,BD95824,Meat Pie,3,800,2400,Butter N Crumbs,,,0
23-Jul-2026,BD43043,Chicken (piece),4,1500,6000,Butter N Crumbs,APP,POS,300
16-May-2026,BD60911,Bottled Water,4,200,800,Alaga Spot,,,500
11/07/2026,BD41508,Zobo,2,500,1000,Jummie Kitchen,APP,Cash,0
04/06/2026,BD27759,White Rice & Stew,1,1500,1500,Munchies,Walk In,cash,300
01-Jun-2026,BD64555,Zobo,1,NGN500,500,Amala Pavilion,APP,Transfer,0
03/06/2026,BD14546,Puff Puff (6pcs),1,500,500,Jummie Kitchen,APP,cash,300
13/05/2026,BD60965,  FISH (PIECE)  ,2,1200,2400,Alaga Spot,walk-in,cash,0
29/05/2026,BD45866,Bottled Water,1,200,200,Butter N Crumbs,App,Transfer,500
06/07/2026,BD71849,Amala & Ewedu,1,2000,2000,Jummie Kitchen,walk-in,card,0
14/05/2026,BD23487,Soft Drink,1,400,400,Munchies,walk-in,POS,500
17/07/2026,BD64166,Puff Puff (6pcs),1,NGN500,500,Munchies,walk-in,Transfer,0
04/07/2026,BD72286,Jollof Rice,3,1800,5400,Butter N Crumbs,walkin,cash,500
21/06/2026,BD47359,White Rice & Stew,1,1500,1500,Amala Pavilion,Walk In,POS,500
17/05/2026,BD36433,Chicken (piece),1,1500,1500,Amala Pavilion,Walk In,Transfer,0
15/05/2026,BD99550,Moi Moi,2,700,1400,Jummie Kitchen,,,200
08/05/2026,BD56176,Bottled Water,1,200,200,Alaga Spot,Phone,POS,300
28/05/2026,BD56346,  MEAT PIE  ,1,800,800,Alaga Spot,Walk In,pos,0
07/07/2026,BD83176,Beef (piece),1,800,800,Butter N Crumbs,APP,pos,500
2026-05-21,BD77915,Beef (piece),1,890,890,Munchies,walk-in,card,0
23/05/2026,BD57600,Chicken (piece),2,1500,3000,Butter N Crumbs,Phone,Cash,0
06/07/2026,BD75679,Zobo,1,500,500,Jummie Kitchen,phone,pos,300
2026-05-08,BD13396,Moi Moi,1,700,700,Amala Pavilion,phone,card,0
10/07/2026,BD31049,Eba & Okra,1,1500,1500,Butter N Crumbs,walkin,POS,300
12/07/2026,BD24331,Amala & Ewedu,1,2000,2000,Munchies,,,0
06/07/2026,BD29205,Beef (piece),1,800,800,Amala Pavilion,Walk In,POS,0
16-May-2026,BD43801,Amala & Ewedu,4,2000,8000,Munchies,App,Cash,500
07/06/2026,BD69999,Jollof Rice,1,1800,1800,Alaga Spot,App,cash,0
10-Jul-2026,BD57377,Soft Drink,2,400,800,Alaga Spot,walkin,transfer,0
20/06/2026,BD89788,Bottled Water,2,200,400,Jummie Kitchen,Phone,pos,0
15/05/2026,BD52179,Bottled Water,3,200,600,Jummie Kitchen,Walk In,pos,0
2026-07-29,BD61534,Soft Drink,1,400,400,Amala Pavilion,walk-in,Transfer,200
26/06/2026,BD75461,Soft Drink,2,NGN400,800,Amala Pavilion,walkin,pos,0
13/06/2026,BD15122,Zobo,1,500,500,Jummie Kitchen,Phone,cash,200
18/06/2026,BD66223,Moi Moi,1,700,700,Alaga Spot,APP,Transfer,200
15/07/2026,BD45944,Zobo,1,456,456,Jummie Kitchen,Phone,Cash,500
11/07/2026,BD82674,  SOFT DRINK  ,1,400,400,Alaga Spot,walkin,Transfer,0
16/05/2026,BD90431,Meat Pie,3,800,2400,Munchies,phone,POS,0
